1,1,A1,A 1\P 1,SR_001-Z4-Objects.tif,A 1\P 1,SR_001-Z4-Tracks.tif,48757,250
2,1,A1,A 1\P 2,SR_001-Z4-Objects.tif,A 1\P 2,SR_001-Z4-Tracks.tif,152875,731
3,1,A1,A 1\P 3,SR_001-Z4-Objects.tif,A 1\P 3,SR_001-Z4-Tracks.tif,31482,70
4,1,A1,A 1\P 4,SR_001-Z4-Objects.tif,A 1\P 4,SR_001-Z4-Tracks.tif,34025,61
5,1,A2,A 2\P 1,SR_001-Z4-Objects.tif,A 2\P 1,SR_001-Z4-Tracks.tif,47801,154
6,1,A2,A 2\P 2,SR_001-Z4-Objects.tif,A 2\P 2,SR_001-Z4-Tracks.tif,54443,211
7,1,A2,A 2\P 3,SR_001-Z4-Objects.tif,A 2\P 3,SR_001-Z4-Tracks.tif,97646,372
8,1,A2,A 2\P 4,SR_001-Z4-Objects.tif,A 2\P 4,SR_001-Z4-Tracks.tif,27493,67
9,1,A3,A 3\P 1,SR_001-Z4-Objects.tif,A 3\P 1,SR_001-Z4-Tracks.tif,353164,1650
10,1,A3,A 3\P 2,SR_001-Z4-Objects.tif,A 3\P 2,SR_001-Z4-Tracks.tif,217850,663
11,1,A3,A 3\P 3,SR_001-Z4-Objects.tif,A 3\P 3,SR_001-Z4-Tracks.tif,237624,946
12,1,A3,A 3\P 4,SR_001-Z4-Objects.tif,A 3\P 4,SR_001-Z4-Tracks.tif,786583,4845
13,1,A4,A 4\P 1,SR_001-Z4-Objects.tif,A 4\P 1,SR_001-Z4-Tracks.tif,607701,4010
14,1,A4,A 4\P 2,SR_001-Z4-Objects.tif,A 4\P 2,SR_001-Z4-Tracks.tif,1012426,7977
15,1,A4,A 4\P 3,SR_001-Z4-Objects.tif,A 4\P 3,SR_001-Z4-Tracks.tif,409567,2120
16,1,A4,A 4\P 4,SR_001-Z4-Objects.tif,A 4\P 4,SR_001-Z4-Tracks.tif,282712,1272
17,1,A5,A 5\P 1,SR_001-Z4-Objects.tif,A 5\P 1,SR_001-Z4-Tracks.tif,99977,241
18,1,A5,A 5\P 2,SR_001-Z4-Objects.tif,A 5\P 2,SR_001-Z4-Tracks.tif,455028,1847
19,1,A5,A 5\P 3,SR_001-Z4-Objects.tif,A 5\P 3,SR_001-Z4-Tracks.tif,181807,571
20,1,A5,A 5\P 4,SR_001-Z4-Objects.tif,A 5\P 4,SR_001-Z4-Tracks.tif,1086815,5053
21,1,A6,A 6\P 1,SR_001-Z4-Objects.tif,A 6\P 1,SR_001-Z4-Tracks.tif,108590,310
22,1,A6,A 6\P 2,SR_001-Z4-Objects.tif,A 6\P 2,SR_001-Z4-Tracks.tif,188091,618
23,1,A6,A 6\P 3,SR_001-Z4-Objects.tif,A 6\P 3,SR_001-Z4-Tracks.tif,78568,249
24,1,A6,A 6\P 4,SR_001-Z4-Objects.tif,A 6\P 4,SR_001-Z4-Tracks.tif,317595,1319
25,1,B1,B 1\P 1,SR_001-Z4-Objects.tif,B 1\P 1,SR_001-Z4-Tracks.tif,38447,118
26,1,B1,B 1\P 2,SR_001-Z4-Objects.tif,B 1\P 2,SR_001-Z4-Tracks.tif,87801,302
27,1,B1,B 1\P 3,SR_001-Z4-Objects.tif,B 1\P 3,SR_001-Z4-Tracks.tif,738476,5759
28,1,B1,B 1\P 4,SR_001-Z4-Objects.tif,B 1\P 4,SR_001-Z4-Tracks.tif,1725019,17328
29,1,B2,B 2\P 1,SR_001-Z4-Objects.tif,B 2\P 1,SR_001-Z4-Tracks.tif,726622,3555
30,1,B2,B 2\P 2,SR_001-Z4-Objects.tif,B 2\P 2,SR_001-Z4-Tracks.tif,580106,2530
31,1,B2,B 2\P 3,SR_001-Z4-Objects.tif,B 2\P 3,SR_001-Z4-Tracks.tif,413672,1738
32,1,B2,B 2\P 4,SR_001-Z4-Objects.tif,B 2\P 4,SR_001-Z4-Tracks.tif,68817,102
33,1,B3,B 3\P 1,SR_001-Z4-Objects.tif,B 3\P 1,SR_001-Z4-Tracks.tif,75761,269
34,1,B3,B 3\P 2,SR_001-Z4-Objects.tif,B 3\P 2,SR_001-Z4-Tracks.tif,126584,451
35,1,B3,B 3\P 3,SR_001-Z4-Objects.tif,B 3\P 3,SR_001-Z4-Tracks.tif,227373,782
36,1,B3,B 3\P 4,SR_001-Z4-Objects.tif,B 3\P 4,SR_001-Z4-Tracks.tif,88244,234
37,1,B4,B 4\P 1,SR_001-Z4-Objects.tif,B 4\P 1,SR_001-Z4-Tracks.tif,62970,150
38,1,B4,B 4\P 2,SR_001-Z4-Objects.tif,B 4\P 2,SR_001-Z4-Tracks.tif,192762,1277
39,1,B4,B 4\P 3,SR_001-Z4-Objects.tif,B 4\P 3,SR_001-Z4-Tracks.tif,111646,333
40,1,B4,B 4\P 4,SR_001-Z4-Objects.tif,B 4\P 4,SR_001-Z4-Tracks.tif,660064,3097
41,1,B6,B 6\P 1,SR_001-Z4-Objects.tif,B 6\P 1,SR_001-Z4-Tracks.tif,103593,322
42,1,B6,B 6\P 2,SR_001-Z4-Objects.tif,B 6\P 2,SR_001-Z4-Tracks.tif,59145,150
43,1,B6,B 6\P 3,SR_001-Z4-Objects.tif,B 6\P 3,SR_001-Z4-Tracks.tif,172325,503
44,1,B6,B 6\P 4,SR_001-Z4-Objects.tif,B 6\P 4,SR_001-Z4-Tracks.tif,122395,384
